id,width,height,area_ratio,box_scale,total_corners,error,perimeter,file,label
96,472,472,0.2104325265728239,1.0,1044,0.009045283477884972,0.843681815001419,./data/img/96.png,WASHER
97,249,301,0.5230890338763693,0.8272425249169435,412,0.3430023841014141,1.1276706543835726,./data/img/97.png,BOLT
98,228,244,0.5296412136899626,0.9344262295081968,310,0.10865636011875975,0.9325272171931752,./data/img/98.png,NUT
99,356,367,0.39054893916664113,0.9700272479564033,872,0.046481102612974466,0.867076805188613,./data/img/99.png,WASHER
100,253,267,0.5785406581693832,0.947565543071161,580,0.10435340193354778,0.8373390400638947,./data/img/100.png,NUT
101,251,174,0.4389797133305857,0.6932270916334662,233,0.4822124996778247,0.9788284380295698,./data/img/101.png,BOLT
102,220,256,0.4036221590909091,0.859375,316,0.29010549982322953,1.245537213668102,./data/img/102.png,NUT
103,251,249,0.4618953903262452,0.9920318725099602,326,0.32069125398331194,1.104597101688385,./data/img/103.png,BOLT
104,286,288,0.5510149572649573,0.9930555555555556,864,0.02944836594374454,0.9100666200865436,./data/img/104.png,WASHER
105,216,212,0.4056385394828791,0.9814814814814815,197,0.39353002210801064,0.9001732822333541,./data/img/105.png,BOLT
106,443,237,0.33849568058214513,0.5349887133182845,335,0.6072826061207233,1.0071141953854,./data/img/106.png,BOLT
107,360,360,0.45968364197530864,1.0,721,0.009688286854238363,0.8450565083987183,./data/img/107.png,WASHER
108,293,283,0.45903833861961674,0.9658703071672355,222,0.029786566290900728,0.8289349901800355,./data/img/108.png,WASHER
109,209,202,0.47761618267089867,0.9665071770334929,161,0.08833307789116403,0.8321131812975064,./data/img/109.png,NUT
110,222,213,0.4858731971408028,0.9594594594594594,251,0.08592165986689065,0.858631296541499,./data/img/110.png,NUT
111,276,184,0.5559231253938248,0.6666666666666666,248,0.420000925422233,1.1134927547496298,./data/img/111.png,BOLT
112,274,254,0.43728087821139144,0.927007299270073,659,0.332730200266754,1.2129952659209569,./data/img/112.png,BOLT
113,422,424,0.24990498971653402,0.9952830188679245,555,0.01327340814646932,0.8361733170406757,./data/img/113.png,WASHER
114,374,371,0.4962883952895052,0.9919786096256684,774,0.011598512277885196,0.8700249762343081,./data/img/114.png,WASHER
115,294,297,0.5417439703153989,0.98989898989899,529,0.02649034220006481,0.8746073812801018,./data/img/115.png,WASHER
116,222,227,0.5364725959439616,0.9779735682819384,327,0.09358384524650419,0.8517258877478092,./data/img/116.png,NUT
117,433,444,0.2132825666312964,0.9752252252252253,552,0.024897798167353283,0.836482342523751,./data/img/117.png,WASHER
118,246,290,0.408130081300813,0.8482758620689655,350,0.3885551194022045,0.9355397542465979,./data/img/118.png,BOLT
119,266,287,0.4433863404154987,0.926829268292683,723,0.34105016839933006,1.4016515401345264,./data/img/119.png,BOLT
120,267,284,0.4869968876932004,0.9401408450704225,451,0.07152690769421476,0.8710181834260695,./data/img/120.png,NUT
121,275,283,0.4845229681978799,0.9717314487632509,444,0.09491632444328474,0.9172808375196218,./data/img/121.png,NUT
122,266,297,0.3442950811371864,0.8956228956228957,352,0.43477634476216165,1.0471640902556492,./data/img/122.png,BOLT
123,451,501,0.29756451620041513,0.9001996007984032,1051,0.46827193680870954,1.0902733686340957,./data/img/123.png,BOLT
124,295,226,0.47901604919754015,0.7661016949152543,471,0.4103335267987698,1.1172697494904047,./data/img/124.png,BOLT
125,211,224,0.5058606973595126,0.9419642857142857,306,0.09984132347397884,0.8367105279845753,./data/img/125.png,NUT
126,211,225,0.6183464981569247,0.9377777777777778,352,0.0946228547554729,0.8420657161452355,./data/img/126.png,NUT
127,287,263,0.4957274015977531,0.9163763066202091,787,0.11151599899093612,0.8575617120482705,./data/img/127.png,NUT
128,267,187,0.43615934627170583,0.700374531835206,322,0.46287294912876725,1.0847549454231094,./data/img/128.png,BOLT
129,302,182,0.49150352958299975,0.6026490066225165,534,0.49548763315754657,1.341343465545946,./data/img/129.png,BOLT
130,217,223,0.4341923084871154,0.9730941704035875,311,0.06688381563256265,0.9544555865905502,./data/img/130.png,NUT
131,251,227,0.41132386752549277,0.9043824701195219,425,0.40880096652755726,0.8673386462812145,./data/img/131.png,BOLT
132,167,265,0.4955372274319286,0.630188679245283,422,0.4721478963985163,1.120868726874943,./data/img/132.png,BOLT
133,187,273,0.4568764568764569,0.684981684981685,194,0.4719295806980963,0.9368518137413523,./data/img/133.png,BOLT
134,297,303,0.44365547665877697,0.9801980198019802,614,0.04119007922269417,0.8745703371365865,./data/img/134.png,WASHER
135,277,204,0.5506476959014652,0.7364620938628159,587,0.36031116891035736,1.220324780366029,./data/img/135.png,BOLT
136,260,283,0.3677222071215004,0.9187279151943463,396,0.4168144627644025,1.1480169205156259,./data/img/136.png,BOLT
137,219,271,0.41202042157407875,0.8081180811808119,510,0.38613889405198726,1.1216576690576514,./data/img/137.png,BOLT
138,207,233,0.3993489664323775,0.8884120171673819,194,0.4350141076955566,0.9066614052111452,./data/img/138.png,BOLT
139,294,294,0.514658244250081,1.0,636,0.024228049093223233,0.9234790110669169,./data/img/139.png,WASHER
140,348,350,0.3210344827586207,0.9942857142857143,456,0.01134918380561154,0.8756418978758049,./data/img/140.png,WASHER
141,263,154,0.4448175398745741,0.5855513307984791,310,0.4983403773950484,1.0324643199964108,./data/img/141.png,BOLT
142,372,370,0.4338927637314734,0.9946236559139785,684,0.00866819461493007,0.8300327993628149,./data/img/142.png,WASHER
143,235,206,0.4057426151621566,0.8765957446808511,229,0.4328223372317625,0.9748335186045727,./data/img/143.png,BOLT
144,259,174,0.45147117560910666,0.6718146718146718,259,0.47615262442217954,1.039477991314463,./data/img/144.png,BOLT
145,508,422,0.27084654998693886,0.8307086614173228,1444,0.5225602627216469,1.178704386693175,./data/img/145.png,BOLT
146,266,180,0.4558688387635756,0.6766917293233082,327,0.4748661943771531,0.9114726589399603,./data/img/146.png,BOLT
147,202,204,0.3616530770724131,0.9901960784313726,409,0.018229286042584756,0.8316634770097404,./data/img/147.png,WASHER
148,440,453,0.19176700782661046,0.9713024282560706,340,0.029831887064538938,0.8379080268864135,./data/img/148.png,WASHER
149,267,257,0.6529095440038474,0.9625468164794008,590,0.03712704162550586,0.8632145380700817,./data/img/149.png,NUT
150,208,211,0.4130058330295297,0.985781990521327,147,0.033809025687154215,0.8356578833732514,./data/img/150.png,WASHER
151,296,293,0.46917950373581774,0.9898648648648649,339,0.018934275523087487,0.8299683011650837,./data/img/151.png,WASHER
152,291,263,0.5722629453961037,0.9037800687285223,654,0.11964669612615952,0.841815971510505,./data/img/152.png,NUT
153,209,216,0.6005449229133439,0.9675925925925926,378,0.086613441175226,0.8285662437887753,./data/img/153.png,NUT
154,278,266,0.5384729810136853,0.9568345323741008,315,0.09407783836251217,0.8436231987879557,./data/img/154.png,NUT
155,295,293,0.5191184126800485,0.9932203389830508,446,0.012528298416121138,0.8297645968644798,./data/img/155.png,WASHER
156,210,217,0.5088215931533904,0.967741935483871,228,0.08195362220948513,0.9188614885477606,./data/img/156.png,NUT
157,379,385,0.37703457492375697,0.9844155844155844,587,0.020338288207702986,0.8323638318252813,./data/img/157.png,WASHER
158,457,450,0.21585703865791392,0.9846827133479212,608,0.017496473659886685,0.8354877629774277,./data/img/158.png,WASHER
159,202,211,0.3502181971751678,0.957345971563981,128,0.04345615850088257,0.8323890851138579,./data/img/159.png,WASHER
160,362,378,0.26071355491244996,0.9576719576719577,441,0.04480789436802578,0.8393889082444681,./data/img/160.png,WASHER
161,308,276,0.5024585921325052,0.8961038961038961,344,0.12882665049476655,0.8460869597245569,./data/img/161.png,NUT
162,269,256,0.5292460501858736,0.9516728624535316,905,0.238991950105758,1.4048800123305547,./data/img/162.png,NUT
163,189,331,0.567208555123963,0.5709969788519638,698,0.4474129314262176,1.2800470211184942,./data/img/163.png,BOLT
164,322,240,0.48350155279503104,0.7453416149068323,362,0.39351031184851115,1.0900944368482908,./data/img/164.png,BOLT
165,300,236,0.39590395480225987,0.7866666666666666,684,0.25688705228633724,1.0469885310575144,./data/img/165.png,NUT
166,233,231,0.4656002080894785,0.9914163090128756,268,0.08264990868654921,0.8256707244135183,./data/img/166.png,NUT
167,181,269,0.47283780730760544,0.6728624535315985,209,0.4689777159188341,0.9423385322093963,./data/img/167.png,BOLT
168,406,398,0.45115973958462263,0.9802955665024631,1306,0.018787714223724116,0.9622346313290335,./data/img/168.png,WASHER
169,326,246,0.3817522070926231,0.754601226993865,388,0.42558974004692696,1.0349598491525316,./data/img/169.png,BOLT
170,458,456,0.41373630583007737,0.9956331877729258,1674,0.010284225829514743,0.846507343669428,./data/img/170.png,WASHER
171,263,208,0.4407355952032758,0.7908745247148289,287,0.43935441547569143,0.9729004351702971,./data/img/171.png,BOLT
172,326,320,0.5496740797546013,0.9815950920245399,832,0.020121901588573257,0.9205302022189917,./data/img/172.png,WASHER
173,316,326,0.4571619942533199,0.9693251533742331,488,0.029376107618156608,0.8291064787690885,./data/img/173.png,WASHER
174,238,262,0.5156520623516582,0.9083969465648855,467,0.1537042061688485,0.8776610299348832,./data/img/174.png,NUT
175,313,326,0.5679060742076482,0.9601226993865031,624,0.11003401721204421,0.8313879844541654,./data/img/175.png,NUT
176,411,494,0.25127811105529124,0.8319838056680162,545,0.5768408193990219,1.0533478690115787,./data/img/176.png,BOLT
177,341,367,0.4666751899765875,0.9291553133514986,781,0.10800802760313699,1.0781153822686038,./data/img/177.png,WASHER
178,915,397,0.4523158662647451,0.43387978142076505,2805,0.5638603450093208,1.4737087064763394,./data/img/178.png,BOLT
179,219,226,0.5603911585242656,0.9690265486725663,755,0.046293691629886224,0.8745669299297119,./data/img/179.png,WASHER
180,509,368,0.32492312291791237,0.7229862475442044,673,0.5909512529717513,1.0581477206272574,./data/img/180.png,BOLT
181,204,227,0.3393582102444502,0.8986784140969163,369,0.33145960452768564,1.1922104557816224,./data/img/181.png,NUT
182,320,306,0.5227328431372549,0.95625,398,0.08592062433494832,0.8320973804012274,./data/img/182.png,NUT
184,349,335,0.5334730359663004,0.9598853868194842,876,0.05079007315188374,0.9149495053012469,./data/img/184.png,WASHER
186,272,255,0.42877739331026526,0.9375,406,0.17251564825903998,1.166421520302825,./data/img/186.png,NUT
187,315,288,0.48381834215167546,0.9142857142857143,1001,0.3102457320545407,1.3719340846510866,./data/img/187.png,BOLT
188,512,528,0.20133833451704544,0.9696969696969697,484,0.03371047687311405,0.8463994591281965,./data/img/188.png,WASHER
189,291,298,0.3459604695680251,0.9765100671140939,762,0.08614475138898015,1.0214483431320645,./data/img/189.png,WASHER
190,268,375,0.2905074626865672,0.7146666666666667,407,0.5808363856196704,0.9540156494959331,./data/img/190.png,BOLT
191,233,213,0.5529428358419473,0.9141630901287554,458,0.1615332920607134,0.9422527530268169,./data/img/191.png,NUT
192,488,553,0.28316855897785553,0.8824593128390597,1200,0.5079619205138183,1.0871571688899389,./data/img/192.png,BOLT
193,250,215,0.4940279069767442,0.86,399,0.16343016339744826,0.9343814379425459,./data/img/193.png,NUT
194,276,285,0.3482456140350877,0.968421052631579,284,0.034748732803419384,0.8400980053525983,./data/img/194.png,WASHER
195,308,311,0.4372781559276736,0.9903536977491961,1032,0.058343025423275206,1.0012048010101997,./data/img/195.png,WASHER
196,310,310,0.4745681581685744,1.0,482,0.027843532804316142,0.8598150758012648,./data/img/196.png,WASHER
197,241,242,0.5289599122115154,0.9958677685950413,570,0.05689601190506389,0.8759888063800014,./data/img/197.png,WASHER
198,308,297,0.42544492544492546,0.9642857142857143,478,0.04259794413619005,0.8523976396923223,./data/img/198.png,WASHER
199,284,283,0.33980739561041157,0.9964788732394366,199,0.009665421877908474,0.8322412133006613,./data/img/199.png,WASHER
200,293,184,0.5206633031607063,0.6279863481228669,495,0.41878352606911595,1.0076270996899475,./data/img/200.png,BOLT
201,288,285,0.30421539961013644,0.9895833333333334,472,0.013383310002386517,0.8328878335511706,./data/img/201.png,WASHER
202,220,239,0.5713579307721567,0.9205020920502092,399,0.11579328953319523,0.8696781770855773,./data/img/202.png,NUT
203,211,226,0.4901019167051126,0.9336283185840708,288,0.31171189195880783,0.9032444304677932,./data/img/203.png,BOLT
204,352,356,0.24437404239019409,0.9887640449438202,316,0.022300069722407237,0.8338553925692025,./data/img/204.png,WASHER
205,228,253,0.5511580334234797,0.9011857707509882,595,0.12478012530905445,0.830405247434509,./data/img/205.png,NUT
206,242,251,0.5249086299430378,0.9641434262948207,481,0.03587831450616079,0.8429949202595569,./data/img/206.png,WASHER
207,223,229,0.5692325768108564,0.9737991266375546,453,0.07485679309558518,0.9355769210157141,./data/img/207.png,NUT
208,294,291,0.3104238258877434,0.9897959183673469,354,0.030180430045604185,0.8340197993139935,./data/img/208.png,WASHER
209,230,246,0.46857546836337927,0.9349593495934959,287,0.17787288082754943,0.9700210259742096,./data/img/209.png,NUT
210,304,310,0.4696943972835314,0.9806451612903225,687,0.05109015091045558,0.8801766980548635,./data/img/210.png,WASHER
211,250,238,0.5184705882352941,0.952,569,0.060366163397448255,0.8357359359010321,./data/img/211.png,WASHER
212,222,220,0.5991400491400491,0.990990990990991,119,0.07723729983117927,0.8338816357414107,./data/img/212.png,NUT
213,346,347,0.2739251386783495,0.9971181556195965,390,0.010273380366279528,0.8358260941883874,./data/img/213.png,WASHER
214,308,308,0.5015179625569236,1.0,542,0.00976146243607199,0.8463594572884696,./data/img/214.png,WASHER
215,255,184,0.4814151747655584,0.7215686274509804,406,0.39722438408180044,1.2069309915931459,./data/img/215.png,BOLT
216,237,229,0.4909255062369871,0.9662447257383966,472,0.10278853887146419,0.8806770084497755,./data/img/216.png,NUT
217,289,297,0.32781098179022056,0.9730639730639731,374,0.033717495891864964,0.8385441355127523,./data/img/217.png,WASHER
218,241,248,0.5169154062374515,0.9717741935483871,390,0.031130148308998774,0.8553238242925554,./data/img/218.png,WASHER
219,321,327,0.4193127363838159,0.981651376146789,493,0.04343386933316268,0.8882584002466849,./data/img/219.png,WASHER
220,251,219,0.47255725954628974,0.8725099601593626,290,0.24631148223365718,0.9372071664384071,./data/img/220.png,NUT
221,307,309,0.53886130525073,0.9935275080906149,984,0.060358626735704,0.860168055957788,./data/img/221.png,WASHER
222,575,296,0.3996886016451234,0.5147826086956522,927,0.5484650821120041,1.0800936111900208,./data/img/222.png,BOLT
223,296,290,0.4585158434296365,0.9797297297297297,404,0.023750747400370174,0.85186770599043,./data/img/223.png,WASHER
224,256,408,0.39889705882352944,0.6274509803921569,540,0.5094526136089054,1.1702129804944417,./data/img/224.png,BOLT
225,251,237,0.5343184225124817,0.9442231075697212,611,0.07413961194588396,0.8726638366208702,./data/img/225.png,WASHER
226,374,145,0.5009588788493454,0.3877005347593583,217,0.5939571728057813,1.0015434991417593,./data/img/226.png,BOLT
227,196,226,0.5183312262958281,0.8672566371681416,311,0.3145997453537487,1.1279465986936579,./data/img/227.png,BOLT
228,231,233,0.5562677665681958,0.9914163090128756,369,0.01664206179307172,0.8288269008285013,./data/img/228.png,WASHER
229,298,307,0.45981898869772425,0.9706840390879479,641,0.058875866078643854,1.0796863440639717,./data/img/229.png,WASHER
230,239,242,0.5344928939451572,0.987603305785124,479,0.032281914507345154,0.8299007977120841,./data/img/230.png,WASHER
231,238,197,0.4454847929019323,0.8277310924369747,257,0.3611431672813548,0.9047518601362733,./data/img/231.png,BOLT
232,285,297,0.30579479000531634,0.9595959595959596,277,0.04174388775664067,0.8377292737928043,./data/img/232.png,WASHER
233,188,223,0.45157904780078234,0.8430493273542601,266,0.2906265009871847,1.0915053275089774,./data/img/233.png,NUT
234,256,173,0.5429010115606936,0.67578125,504,0.38440481622947953,0.9674879716826486,./data/img/234.png,BOLT
235,299,306,0.3340109733971627,0.9771241830065359,714,0.06553080468925915,0.8945078202515594,./data/img/235.png,WASHER
236,313,319,0.4383807225054333,0.9811912225705329,516,0.029700990610231105,0.8689978933787044,./data/img/236.png,WASHER
237,201,235,0.4761511590981264,0.8553191489361702,366,0.3581007437505493,1.0512307569247867,./data/img/237.png,BOLT
238,311,312,0.4491714073707643,0.9967948717948718,487,0.01960879784846728,0.8304292550056359,./data/img/238.png,WASHER
240,429,291,0.3823084132362483,0.6783216783216783,501,0.4859241331541873,0.9729788346423043,./data/img/240.png,BOLT
241,243,245,0.5517594692197867,0.9918367346938776,564,0.023157430369543208,0.8391311292032726,./data/img/241.png,WASHER
242,329,317,0.42756464959297363,0.9635258358662614,406,0.030822725254785122,0.8423929601999998,./data/img/242.png,WASHER
243,224,439,0.4359034331272372,0.510250569476082,679,0.5506832127693383,1.1822642881765983,./data/img/243.png,BOLT
244,247,254,0.5724441327425165,0.9724409448818898,382,0.037854918310958066,0.8313293245262252,./data/img/244.png,WASHER
246,218,237,0.3976502922618356,0.919831223628692,254,0.28120545923679025,1.0183679669767947,./data/img/246.png,NUT
247,312,323,0.2875089306977852,0.9659442724458205,549,0.04776529046662373,0.8664671941066352,./data/img/247.png,WASHER
